Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
2004,2000.09.24,2000,Unprovoked,Australia,South Australia,Cactus Beach near Penong,Surfing,M,25,FATAL,Y,07:30,"White shark,  ",1,white shark,Sep,AU,OC,-24.7761086,134.755
2005,2000.09.18,2000,Provoked,Australia,New South Wales,Wollongong,Fell,M,12,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,07:30,[lb] dead blue shark,0,blue shark,Sep,AU,OC,-24.7761086,134.755
2006,2000.09.16,2000,Unprovoked,Japan,Miyako Island,Sunayama Beach,Surfing,M,31, FATAL,Y,17:00,"White shark, ",1,white shark,Sep,JP,AS,36.5748441,139.2394179
2007,2000.09.16,2000,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Unknown,Unknown,,Non-fatal,N,17:00,Unknown,1,,Sep,US,,39.7837304,-100.445882
2008,2000.09.15,2000,Unprovoked,USA,Florida,"Fort Pierce Inlet, St Lucie County",Standing/,M,49,Right lower leg & ankle lacerated,N,18:00,Unknown,0,,Sep,US,,39.7837304,-100.445882
2009,2000.09.12,2000,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,26,Puncture wounds on knee,N,12:00,Unknown,0,,Sep,US,,39.7837304,-100.445882
2010,2000.09.11,2000,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming/,M,25,Finger lacerated,N,13:20, cc shark,0,,Sep,US,,39.7837304,-100.445882
2011,2000.09.10,2000,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,M,8,Minor injury to arm and hand,N,17:42,Unknown,0,,Sep,US,,39.7837304,-100.445882
2012,2000.09.10,2000,Unprovoked,South Africa,Western Cape Province,Dyer Island,Free,M,48,Swim fin bitten,N,11:00,"White shark,  ale ",0,white shark,Sep,ZA,AF,-28.8166236,24.991639
2013,2000.09.08,2000,Unprovoked,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",Swimming,M,28,FATAL,Y,11:00,Thought involve Zambesi shark,1,zambesi shark,Sep,TZ,AF,-6.5247123,35.7878438
2014,2000.09.08,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Left foot lacerated ,N,11:45,shark,0,,Sep,US,,39.7837304,-100.445882
2015,2000.09.08,2000,Unprovoked,Reunion,Saint-Pierre,Pic du Diable ,Surfing,M,27,Left arm bitten,N,18:05,"Tiger shark, ",0,tiger shark,Sep,Unknown,Unknown,-21.1309332,55.5265771
2016,2000.09.00,2000,Unprovoked,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam",Swimming,Unknown,,FATAL,Y,18:05,Thought involve Zambesi shark,1,zambesi shark,Sep,TZ,AF,-6.5247123,35.7878438
2017,2000.08.31,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,47,Punctures & lacerations on right foot,N,12:35, shark was seen in the areby witnesses,0,,Aug,US,,39.7837304,-100.445882
2018,2000.08.30,2000,Unprovoked,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Jumped,M,69,FATAL,Y,16:00,"Thought involve , lb bull shark",1,bull shark,Aug,US,,39.7837304,-100.445882
2019,2000.08.27,2000,Provoked,USA,Alaska,Prince William Sound,Conducting,M,,Leg bitten by netted shark PROVOKED INCIDENT,N,16:00,Salmon shark,0,,Aug,US,,39.7837304,-100.445882
2020,2000.08.21,2000,Unprovoked,USA,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",Swimming,M,,"Severe gash to left hand above wrist, almost severing hand",N,16:00,Unknown,0,,Aug,US,,39.7837304,-100.445882
2021,2000.08.15,2000,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui","Surfing,",M,53,Left calf lacerated,N,11:50,"Tiger shark,   ",0,tiger shark,Aug,US,,39.7837304,-100.445882
2022,2000.08.13,2000,Unprovoked,USA,Florida,"South Jacksonville Beach, Duval County",Surfing/,M,27,Minor lacerations to the dorsum of the right foot,N,16:30,juvenile shark,0,,Aug,US,,39.7837304,-100.445882
2023,2000.08.12,2000,Unprovoked,USA,Florida,"St. Augustine, St. Johns County",Standing,F,44,Severely bitten on lower leg ,N,16:45,"Blacktip shark,  ",0,blacktip shark,Aug,US,,39.7837304,-100.445882
2024,2000.08.11,2000,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,,Non-fatal,Unknown,Possibly same incident as 2000.08.21,Shark involvement  not confirmed,1,,Aug,US,,39.7837304,-100.445882
2025,2000.08.10,2000,Invalid,USA,Florida,Florida Keys,Attempting,M,23 & 20,Shark involvement probably post-mortem,Unknown,Possibly same incident as 2000.08.21,Shark involvement prior death was not confirmed,0,,Aug,US,,39.7837304,-100.445882
2026,2000.08.00,2000,Unprovoked,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam",Swimming,Unknown,,FATAL,Y,Possibly same incident as 2000.08.21,Thought involve Zambesi shark,1,zambesi shark,Aug,TZ,AF,-6.5247123,35.7878438
2027,2000.07.25,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,5,Minor laceration on left leg,N,Possibly same incident as 2000.08.21,Unknown,0,,Jul,US,,39.7837304,-100.445882
2028,2000.07.22,2000,Unprovoked,USA,Florida,"Big Pine Key, Monroe County ",Snorkeling,F,45,Leg pinched,N,Possibly same incident as 2000.08.21,"Nurse shark, ",0,nurse shark,Jul,US,,39.7837304,-100.445882
2029,2000.07.17,2000,Unprovoked,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,16,Foot lacerated,N,Possibly same incident as 2000.08.21,Unknown,0,,Jul,US,,39.7837304,-100.445882
2030,2000.07.16,2000,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Surfing,M,14,Minor lacerations on foot,N,Possibly same incident as 2000.08.21,grey-colored shark,0,,Jul,US,,39.7837304,-100.445882
2031,2000.07.16,2000,Unprovoked,South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,Hand lacerated,N,Possibly same incident as 2000.08.21,Unknown,0,,Jul,ZA,AF,-28.8166236,24.991639
2032,2000.07.15,2000,Unprovoked,South Africa,Eastern Cape Province,Cape Recife,Surfing,M,18,"No injury, flung off board",N,Possibly same incident as 2000.08.21,Unknown,0,,Jul,ZA,AF,-28.8166236,24.991639
2033,2000.07.15,2000,Unprovoked,South Africa,KwaZulu-Natal,South of Durban,Surfing,M,,No Injury,N,After 07:30,Unknown,0,,Jul,ZA,AF,-28.8166236,24.991639
2034,2000.07.12,2000,Unprovoked,Tonga,Minerva Reef,Treated at Nuku-alofa,Diving,M,69,Left arm bitten,N,After 07:30,"Grey reef shark, ",0,grey reef shark,Jul,TO,OC,-19.9160819,-175.202642
2035,2000.07.10,2000,Unprovoked,USA,Florida,"Daytona  Beach, Volusia County",Wading,M,13,Minor laceration & 3 punctures to right foot,N,15:45,Unknown,0,,Jul,US,,39.7837304,-100.445882
2036,2000.07.09,2000,Unprovoked,USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",Swimming,M,41,Knee & calf lacerated,N,18:00,Unknown,0,,Jul,US,,39.7837304,-100.445882
2037,2000.07.07,2000,Unprovoked,USA,Texas,"Mustang Island, Corpus Christi",Jumping,M,5,Ankle & foot lacerated,N,18:00,"Lemon shark,   ",0,lemon shark,Jul,US,,39.7837304,-100.445882
2038,2000.07.06,2000,Unprovoked,USA,North Carolina,"Pine Island, Corolla, Currituck County",Playing,F,12,Calf lacerated,N,16:30,"Tiger shark,  ?",0,tiger shark,Jul,US,,39.7837304,-100.445882
2039,2000.07.04,2000,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,20,Left inner thigh,N,18:00,Unknown,0,,Jul,US,,39.7837304,-100.445882
2040,2000.07.04,2000,Unprovoked,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County","Spearfishing,",F,55,Lower right calf lacerated,N,12:00,"Nurse shark, ",0,nurse shark,Jul,US,,39.7837304,-100.445882
2041,2000.07.02,2000,Unprovoked,USA,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Wading,F,13,Left calf & hand lacerated,N,17:00,shark,0,,Jul,US,,39.7837304,-100.445882
2042,2000.07.02,2000,Unprovoked,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Standing,F,19,Left thigh lacerated,N,14:45,"shark,  probably blacktip or spinner shark",0,spinner shark,Jul,US,,39.7837304,-100.445882
2043,2000.07.00,2000,Unprovoked,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam",Swimming,Unknown,,FATAL,Y,14:45,Thought involve Zambesi shark,1,zambesi shark,Jul,TZ,AF,-6.5247123,35.7878438
2044,2000.06.30,2000,Unprovoked,Papua New Guinea,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Unknown,M,,FATAL,Y,14:45,Unknown,1,,Jun,PG,OC,-5.6816069,144.2489081
2045,2000.06.29,2000,Boat,New Zealand,North Island,"Papamoa Beach, Bay of Plenty",Fishing,M,,"No injury, shark bit the dinghy",N,14:45,"Mako shark, ",0,mako shark,Jun,NZ,OC,-41.5000831,172.8344077
2046,2000.06.19,2000,Unprovoked,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Right ankle lacerated,N,07:50,Unknown,0,,Jun,US,,39.7837304,-100.445882
2047,2000.06.13,2000,Boat,USA,Florida,"Pensacola Bay, Escambia County",Boating,Unknown,,"No injury to occupants, boat's rear platform bitten",N,14:30,"Bull shark, ",0,bull shark,Jun,US,,39.7837304,-100.445882
2048,2000.06.10,2000,Unprovoked,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Foot lacerated,N,16:00,"Blacktip shark,  ",0,blacktip shark,Jun,US,,39.7837304,-100.445882
2049,2000.06.09,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,55,Puncture wounds on right hip and arm,N,06:45,Bull shark?,0,bull shark,Jun,US,,39.7837304,-100.445882
2050,2000.06.09,2000,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,44,Right forearm severed surgically amputated above elbow,N,06:45,Bull shark,0,bull shark,Jun,US,,39.7837304,-100.445882
2051,2000.06.02,2000,Unprovoked,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",Snorkeling,M,13,Right forearm lacerated,N,14:55,Unknown,0,,Jun,US,,39.7837304,-100.445882
2052,2000.06.00,2000,Unprovoked,Tanzania,Unknown,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",Swimming,M,,"FATAL, legs severed  ",Y,14:55,Thought involve Zambesi shark,1,zambesi shark,Jun,TZ,AF,-6.5247123,35.7878438
2053,2000.05.13,2000,Sea Disaster,New Caledonia,South Province,Mont Dore,"Air,",Unknown,,Sharks prevented recovery of remains,Y,14:55,Tiger sharks & bull sharks ( sharks in all),0,tiger shark,May,NC,OC,-21.3019905,165.4880773
2054,2000.05.09,2000,Invalid,Australia,Victoria,"Koonya Beach, Melbourne",Unknown,Unknown,,Probable drowning,Unknown,14:55,Shark involvement prior death was not confirmed,0,,May,AU,OC,-24.7761086,134.755
2055,2000.05.07,2000,Unprovoked,Papua New Guinea,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Standing,M,9,Left leg & ankle bitten,N,14:55,Unknown,0,,May,PG,OC,-5.6816069,144.2489081
2056,2000.05.07,2000,Unprovoked,Papua New Guinea,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Diving,M,,FATAL,Y,14:55,Unknown,1,,May,PG,OC,-5.6816069,144.2489081
2057,2000.04.14,2000,Unprovoked,USA,Florida,"On the south side of Ponce Inlet, Volusia County",Walking,M,34,Left foot lacerated,N,11:57,Unknown,0,,Apr,US,,39.7837304,-100.445882
2058,2000.04.09,2000,Unprovoked,USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",Boogie/,M,,Puncture marks on right thigh,N,14:30,Unknown,0,,Apr,US,,39.7837304,-100.445882
2059,2000.03.31,2000,Unprovoked,USA,Florida,Santa Rosa Sound Escambia County,Fishing,M,,"No Injury, bumped by shark",N,14:30,Unknown,0,,Mar,US,,39.7837304,-100.445882
2060,2000.03.30,2000,Unprovoked,Australia,Queensland,"Main Beach, Gold Coast",Swimming,M,26,Left calf bitten,N,14:00,shark,0,,Mar,AU,OC,-24.7761086,134.755
2061,2000.03.26,2000,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Boogie,F,14,Right knee lacerated,N,11:15,shark,0,,Mar,US,,39.7837304,-100.445882
2062,2000.03.24,2000,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,37,Left hand bitten,N,14:00,shark,0,,Mar,US,,39.7837304,-100.445882
2063,2000.03.15,2000,Unprovoked,New Caledonia,North Province,Poum,Spearfishing,M,35,FATAL,Y,08:30,Tiger shark?,1,tiger shark,Mar,NC,OC,-21.3019905,165.4880773
2064,2000.03.14,2000,Unprovoked,Australia,New South Wales,"McMasters Beach, Central Coast",Surfing,M,,No Injury,N,19:30,"Tiger shark, ?",0,tiger shark,Mar,AU,OC,-24.7761086,134.755
2065,2000.03.10,2000,Boat,Australia,New South Wales,Parramatta River,Rowing,Unknown,,No Injury to occupants,N,P.M., shark,0,,Mar,AU,OC,-24.7761086,134.755
2066,2000.03.09,2000,Boat,Australia,New South Wales,Parramatta River,Rowing,Unknown,,No injury to occupants; oar bitten,N,P.M.,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
2067,2000.03.03,2000,Invalid,New Zealand,North Island,Between the Kakanui River and Campbell's Bay,Kayaking,M,27,Reported as shark attack but probable drowning ,Unknown,P.M.,Shark involvement  questionable,0,,Mar,NZ,OC,-41.5000831,172.8344077
2068,2000.03.02,2000,Unprovoked,Australia,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",Swimming,M,,Survived,N,P.M.,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
2069,2000.03.00,2000,Unprovoked,USA,Louisiana,Midnight Lump (38 miles offshore),Spearfishing,M,39,"No injury to diver, speargun damaged",N,16:00,"Shortfinako shark,  ",0,,Mar,US,,39.7837304,-100.445882
2070,2000.02.21,2000,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Unknown,M,27,Right calf bitten,N,18:30,Unknown,0,,Feb,US,,39.7837304,-100.445882
2071,2000.02.19,2000,Unprovoked,South Africa,Western Cape Province,Struis Bay,Surfing,M,,Foot bitten,N,14:00,"White shark, ",0,white shark,Feb,ZA,AF,-28.8166236,24.991639
2072,2000.02.14,2000,Provoked,United Kingdom,Worcestershire,The Fountain Pub in Tenbury Wells,Feeding,M,,Fingers bitten PROVOKED INCIDENT,N,14:00,"Miami,  cblacktip  shark and two  cbamboo catsharks",0,,Feb,GB,EU,54.7023545,-3.2765753
2073,2000.02.03,2000,Unprovoked,New Zealand,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,"No injury, wetsuit punctured",N,14:00,Unknown,0,,Feb,NZ,OC,-41.5000831,172.8344077
2074,2000.02.01,2000,Unprovoked,Australia,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Hand bitten,N,14:00,shark,0,,Feb,AU,OC,-24.7761086,134.755
2075,2000.01.28,2000,Boat,Reunion,Unknown,Saint Pierre,Canoe,M,,FATAL,Y,14:00,Unknown,1,,Jan,Unknown,Unknown,-21.1309332,55.5265771
2076,2000.01.05,2000,Unprovoked,Thailand,Phang nga Province,Phang nga Island,Diving,M,35,FATAL,Y,14:00,Unknown,1,,Jan,TH,AS,14.8971921,100.83273
2077,2000.00.00,2000,Boat,USA,Florida,"Boca Grande, Lee County",Fishing,M,,No injury to occupant; shark bit propeller,N,14:00,Hammerhead shark,0,hammerhead shark,,US,,39.7837304,-100.445882
2078,1999.12.31,1999,Unprovoked,New Zealand,South Island,Oreti Beach,Surfing,M,15,Six puncture wounds on  leg,N,14:00,Sevengill shark,0,,Dec,NZ,OC,-41.5000831,172.8344077
2079,1999.12.31,1999,Unprovoked,New Zealand,South Island,Oreti Beach,Swimming,F,13,Arm bitten,N,14:00,Sevengill shark,0,,Dec,NZ,OC,-41.5000831,172.8344077
2080,1999.12.31,1999,Unprovoked,New Zealand,South Island,Oreti Beach,Bathing,F,12,A cut on her hand,N,14:00,Sevengill shark,0,,Dec,NZ,OC,-41.5000831,172.8344077
2081,1999.12.26,1999,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,18,"Leg bitten, surgically amputated",N,14:00,"Thought involve white, bull or tiger shark",0,tiger shark,Dec,BR,SA,-10.3333333,-53.2
2082,1999.12.14,1999,Invalid,USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",Diving,M,,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Unknown,14:00,Shark involvement not confirmed,0,,Dec,US,,39.7837304,-100.445882
2083,1999.12.06,1999,Invalid,Brazil,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Spearfishing,M,39,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",N,09:30,Shark involvement not confirmed,0,,Dec,BR,SA,-10.3333333,-53.2
2084,1999.12.02,1999,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,35,Right arm & fingers lacerated,N,12:30,Unknown,0,,Dec,US,,39.7837304,-100.445882
2085,1999.11.30,1999,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,19,Lacerations to hand & wrist,N,15:30,Unknown,0,,Nov,US,,39.7837304,-100.445882
2086,1999.11.23,1999,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",Swimming,F,51,"Buttock bitten, hands lacerated",N,17:20,"Tiger shark,  ",0,tiger shark,Nov,US,,39.7837304,-100.445882
2087,1999.11.15,1999,Unprovoked,USA,California,"Waddell Reef, Santa Cruz County",Surfing(sitting),M,,"No injury, board bitten",N,17:20,White shark,0,white shark,Nov,US,,39.7837304,-100.445882
2088,1999.11.13,1999,Unprovoked,South Africa,KwaZulu-Natal,Umtentweni,Surfing,M,35,Lower legs lacerated,N,17:20,"White shark, ",0,white shark,Nov,ZA,AF,-28.8166236,24.991639
2089,1999.11.06,1999,Unprovoked,Brazil,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay","Spearfishing,",M,39,Upper right thigh bitten,N,10:30,shark,0,,Nov,BR,SA,-10.3333333,-53.2
2090,1999.11.00,1999,Unprovoked,Marshall Islands,Alinglaplap Atoll,Island J4H,Swimming,M,12,Lacerations to leg,N,10:30,"Grey reef shark, ",0,grey reef shark,Nov,MH,OC,8.9995549,168.0002575
2091,1999.11.00,1999,Unprovoked,Marshall Islands,Alinglaplap Atoll,Island J4H,Swimming,M,12,Lacerations to buttocks,N,10:30,"Grey reef shark, ",0,grey reef shark,Nov,MH,OC,8.9995549,168.0002575
2092,1999.10.30,1999,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,45,Right foot lacerated,N,17:30,Unknown,0,,Oct,US,,39.7837304,-100.445882
2093,1999.10.30,1999,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",Surfing,M,13,"Shark bit 8"" chunk from swim fin",N,15:00,Unknown,0,,Oct,US,,39.7837304,-100.445882
2094,1999.10.20,1999,Unprovoked,USA,Florida,"Pet Den, Satellite Beach, Brevard County",Surfing,M,,Lacerations to right hand & wrist,N,Noon,"Lemon shark, ",0,lemon shark,Oct,US,,39.7837304,-100.445882
2095,1999.10.01,1999,Unprovoked,USA,Hawaii,Old Kona Airport State Park,"Surfing,",M,16,Right arm bitten,N,18:30,"Tiger shark,  ",0,tiger shark,Oct,US,,39.7837304,-100.445882
2096,1999.09.29,1999,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Wading,M,22,3 one-inch lacerations to sole of right foot,N,18:45,Unknown,0,,Sep,US,,39.7837304,-100.445882
2097,1999.09.24,1999,Boat,Italy,Adriatic Sea,San Benedetto,Fishing,Unknown,,No Injury to occupants,N,18:45,Said involve white shark,0,white shark,Sep,IT,EU,42.6384261,12.674297
2098,1999.09.18,1999,Unprovoked,USA,California,"North of Pidgeon Point, San Mateo County",Kayaking,M,37,"No injury, but kayak scraped & dented",N,18:30,White shark,0,white shark,Sep,US,,39.7837304,-100.445882
2099,1999.09.16,1999,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Wading,F,61,Thigh (posterior) bitten,N,18:30,Unidentified,0,,Sep,US,,39.7837304,-100.445882
2100,1999.09.10,1999,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Wading,F,10,Toes lacerated,N,18:30,Unknown,0,,Sep,US,,39.7837304,-100.445882
2101,1999.09.05,1999,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,M,13,Right foot bitten,N,18:30, shark,0,,Sep,US,,39.7837304,-100.445882
2102,1999.09.04,1999,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Wading,M,7,Left knee nipped by captive shark PROVOKED INCIDENT,N,18:30,shark,0,,Sep,US,,39.7837304,-100.445882
2103,1999.09.04,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Wading,M,39,Right foot bitten,N,19:00,Unknown,0,,Sep,US,,39.7837304,-100.445882
2104,1999.08.26,1999,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,3-inch laceration to right foot,N,14:30,small shark,0,,Aug,US,,39.7837304,-100.445882
2105,1999.08.24,1999,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,M,,Foot injured,N,14:30,Unknown,0,,Aug,US,,39.7837304,-100.445882
2106,1999.08.23,1999,Unprovoked,Marshall Islands,Ralik Chain,Kwajalein Atoll,Fishing,M,23,Lacerations to left leg,N,08:30, shark,0,,Aug,MH,OC,8.9995549,168.0002575
2107,1999.08.21,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Small lacerations to right foot,N,18:40,Unknown,0,,Aug,US,,39.7837304,-100.445882
2108,1999.08.16,1999,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",Lying',M,10,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,17:40,shark,0,,Aug,US,,39.7837304,-100.445882
2109,1999.08.05,1999,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,62,Right ankle & heel  lacerated,N,11:25, shark,0,,Aug,US,,39.7837304,-100.445882
2110,1999.08.05,1999,Unprovoked,Bahamas,Abaco Islands,Grand Cay,Spearfishing&,M,35,Right arm bitten,N,17:00, bull shark or Caribbean reef shark,0,bull shark,Aug,BS,,24.7736546,-78.0000547
2111,1999.07.29,1999,Unprovoked,South Africa,Western Cape Province,Kogebaai,Surfing,M,42,Right thigh bitten,N,14:00,"White shark,  ",0,white shark,Jul,ZA,AF,-28.8166236,24.991639
2112,1999.07.26,1999,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming,M,43,Ankle bitten,N,18:25,"Bull shark, ",0,bull shark,Jul,US,,39.7837304,-100.445882
