,Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
1100,1100,2009.08.06,2009,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,,"No injury, surfboard bitten",N,08:45,"Tiger shark, "
1101,1101,2009.08.01,2009,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade,M,56,Right ankle & foot bitten,N,10:00,Bull shark?
1102,1102,2009.07.31,2009,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,Lacerations to calf,N,10:00,Bull shark
1103,1103,2009.07.30,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,06:15,Unknown
1104,1104,2009.07.29,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,Foot bitten,N,17:30,Unknown
1105,1105,2009.07.24,2009,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing,M,,FATAL,Y,17:30,Unknown
1106,1106,2009.07.24,2009,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,N,18:30,Unknown
1107,1107,2009.07.24,2009,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,Laceration to left foot,Unknown,10:15,Shark involvement questionable
1108,1108,2009.07.22,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,N,15:00,Unknown
1109,1109,2009.07.22,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,N,15:00,Unknown
1110,1110,2009.07.18,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,Severe bite to right leg,N,15:00,Unknown
1111,1111,2009.07.11,2009,Provoked,BAHAMAS,Unknown,,Spearfishing,M,,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,15:00,"Caribbean reef shark, "
1112,1112,2009.07.11,2009,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,,"No injury, shark collided with surfer & board",N,08:30, shark
1113,1113,2009.07.07,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,N,11:15,Unknown
1114,1114,2009.07.05,2009,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie,F,12,Right ankle bitten,N,16:00,Unknown
1115,1115,2009.07.04,2009,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,15j45,"Nurse shark, "
1116,1116,2009.06.27,2009,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,2-inch laceration to upper left arm,N,08:45,"Thought involve Bronze whale shark, "
1117,1117,2009.06.21,2009,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,Unknown,08:45,Shark involvement not confirmed
1118,1118,2009.06.16,2009,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,Unknown,17:30,"Shark involvement probable, but not confirmed"
1119,1119,2009.06.14,2009,Provoked,VIETNAM,Unknown,,Fishing,M,,Hand bitten by hooked shark PROVOKED INCIDENT,N,17:30,White shark
1120,1120,2009.06.02,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Diving,M,,Lacerations to left hand,N,17:30,Oceanic whitetip shark
1121,1121,2009.06.02,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Diving,M,,3 cm laceration to shoulder,N,17:30,Oceanic whitetip shark
1122,1122,2009.06.01,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,FATAL,Y,08:30,"Oceanic whitetip shark, "
1123,1123,2009.05.31,2009,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,20:30, shark
1124,1124,2009.05.25,2009,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,,Right foot bitten,N,20:30, shark
1125,1125,2009.05.17,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,N,09:35,blacktip or spinner shark
1126,1126,2009.05.16,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,N,10:27,blacktip or spinner shark
1127,1127,2009.05.16,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,N,10:16,blacktip or spinner shark
1128,1128,2009.05.12,2009,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,18:30,"Blacktip shark, "
1129,1129,2009.05.06,2009,Provoked,BAHAMAS,Exuma Islands,,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,18:30, shark
1130,1130,2009.04.28,2009,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Unknown,F,,Multiple lacerations to right foot & ankle,N,16:45,Unknown
1131,1131,2009.04.25,2009,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,No injury,N,10:00,Unknown
1132,1132,2009.04.21,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,N,19:30,Unknown
1133,1133,2009.04.20,2009,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,N,0500,Unknown
1134,1134,2009.04.19,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,N,16:00,Unknown
1135,1135,2009.04.17,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,N,13:15, shark
1136,1136,2009.04.11,2009,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,Missing,Unknown,13:15,Shark involvement not confirmed
1137,1137,2009.04.12,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surfing,M,40,"No injury, catapulted into the water & ski damage",N,08:00, shark
1138,1138,2009.04.06,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,24,Body not recovered,Unknown,08:30,Shark involvement not confirmed
1139,1139,2009.04.06,2009,Unprovoked,USA,California,San Diego County,Spearfishing,M,,Shark struck him but the diver was not injured,N,07:45,"White shark, female"
1140,1140,2009.04.03,2009,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,Lacerations to right foot and ankle,N,16:00,Unknown
1141,1141,2009.03.27,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,16:00,Raggedoth shark
1142,1142,2009.03.21,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,FATAL,Y,18:30,Unknown
1143,1143,2009.03.20,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,18:45,Bronze whaler shark?
1144,1144,2009.03.19,2009,Unprovoked,AUSTRALIA,New South Wales,South Broulee,Surfing,M,,"No injury, shark damaged surfboard",N,Early morning,Unknown
1145,1145,2009.03.19,2009,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,F,,"No injury, shark bit nose of surfboard",N,07:45,Unknown
1146,1146,2009.03.18,2009,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,Minor bite to ankle,N,17:30, shark
1147,1147,2009.03.17,2009,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,Feeding,F,,Minor injury,N,17:30,Blacktip reef shark pup
1148,1148,2009.03.17,2009,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,"Minor injury, bite chest and left calf",N,20:00,Thought involve cookie cutter shark
1149,1149,2009.03.16,2009,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,20:00,"Wobbegong shark, cm"
1150,1150,2009.03.06,2009,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,FATAL,Y,11:30,Unknown
1151,1151,2009.03.02,2009,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,13:30,"Blue shark, "
1152,1152,2009.03.01,2009,Boat,NEW ZEALAND,North Island,Taranaki,Fishing,M,,"No injury to occupants, shark bit propeller",N,13:30,Unknown
1153,1153,2009.03.01,2009,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,Lacerations to leg,N,06:45,shark
1154,1154,2009.02.22,2009,Unprovoked,AUSTRALIA,Queensland,Batt Reef,Fishing,M,,Severe laceration to finger,N,10:15,Unknown
1155,1155,2009.02.18,2009,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,,"No injury to surfer, but the nose of his board was broken",N,17:00,Unknown
1156,1156,2009.02.12,2009,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,Severe injury to hand ,N,19:30,"White shark,  "
1157,1157,2009.02.11,2009,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving,",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,Before 07:00,"Bull shark, "
1158,1158,2009.02.08,2009,Sea Disaster,USA,Puerto Rico,Quebradillas,Air,M,,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,Before 07:00,Unknown
1159,1159,2009.02.07,2009,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,"No injury, surfboard dented",N,11:00,"White shark, "
1160,1160,2009.02.07,2009,Unprovoked,AUSTRALIA,New South Wales,Sandon,Surfing,M,,"No injury, flung from surfboard by the shark",N,07:30,Unknown
1161,1161,2009.01.27,2009,Provoked,AZORES,Unknown,Onboard the fishing vessel Nuevo Cedes ,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,07:30,Unknown
1162,1162,2009.01.26,2009,Invalid,BRAZIL,Unknown,Praia do Olho d'Aqua,Unknown,M,17,Probable drowning with post-mortem bites,Unknown,07:30,Shark involvement prior death was not confirmed
1163,1163,2009.01.25,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,15,Severe lacerations to lower left leg,N,10:30,Bull shark
1164,1164,2009.01.24,2009,Boat,NEW ZEALAND,North Island,Alderman Islands,Fishing,Unknown,,"No injury to occupant, shark removed small auxiliary outboard motor",N,19:00,Unknown
1165,1165,2009.01.24,2009,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,19,Hand injured,N,16:30,Unknown
1166,1166,2009.01.24,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,25,FATAL,Y,14:00,Tiger shark
1167,1167,2009.01.23,2009,Invalid,BRAZIL,Maranhão,Olho d'Água ,Swimming,M,17,"Drowned, body scavenged by shark",Unknown,14:00,Invalid
1168,1168,2009.01.18,2009,Boat,AUSTRALIA,Victoria,Off Tower Hill,Fishing,M,,"No injury to occupants, shark bit propeller",N,09:20,"White shark, "
1169,1169,2009.01.16,2009,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,Surfing,M,,"No injury, bumped off board by the shark",N,09:20,Unknown
1170,1170,2009.01.13,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",Unknown,Unknown,,FATAL,Y,09:20,White sharks
1171,1171,2009.01.12,2009,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,24,Puncture wounds to right calf,N,10:45,"Dusky shark, "
1172,1172,2009.01.11,2009,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,13,Severe lacerations to right leg,N,15:45,"White shark, "
1173,1173,2009.01.11,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,31,Left thigh severely bitten,N,09:00,"White shark, "
1174,1174,2009.01.10,2009,Boat,NEW ZEALAND,North Island,Hawkes Bay,Fishing,Unknown,,"No injury to occupants, shark hit boat & bit outboard motor",N,09:00,"Mako shark, "
1175,1175,2009.01.10,2009,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,09:00,Unknown
1176,1176,2009.01.06,2009,Unprovoked,NEW ZEALAND,North Island,Haumoana ,Swimming,M,49,Posterior thigh bitten,N,17:30,Broadnose sevengill shark
1177,1177,2009.01.00,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo,Spearfishing,Unknown,,Lacerations to right calf,N,17:30,Bull shark
1178,1178,2008.12.30,2008,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,Unknown,,"Reports said a shark attacked the dinghy, but Vickery said it did not",Unknown,09:30,No shark involvement
1179,1179,2008.12.27,2008,Boat,AUSTRALIA,Tasmania,near Schouten Island,Yacht,Unknown,,No injury to occupants -  shark became entangled in aft rudder,N,09:30,shark
1180,1180,2008.12.27,2008,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie,M,10,"No injury, shark tore his swim fin",N,09:30,Unknown
1181,1181,2008.12.27,2008,Boat,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water",N,11:00,"White shark,  "
1182,1182,2008.12.27,2008,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51,FATAL,Y,07:00,white shark
1183,1183,2008.12.20,2008,Boat,USA,California,"Dillon Beach, Marin County",Kayaking,M,,"No injury, shark struck paddle",N,15:00,White shark
1184,1184,2008.12.14,2008,Unprovoked,NEW ZEALAND,North Island,Maraetai,Fishing,M,,Lacerations to left calf and ankle,N,15:00,Bronze whaler shark?
1185,1185,2008.12.10,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,20:00,"Raggedoth shark, "
1186,1186,2008.12.06,2008,Boat,AUSTRALIA,New South Wales,Mowarry Point,Fishing,Unknown,,Shark bit boats sea anchor,N,08:30,"White shark, "
1187,1187,2008.12.00,2008,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,,FATAL,Y,08:30,Zambesi shark?
1188,1188,2008.11.28,2008,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Diving,F,,Lacerations to fingers,N,08:30,Oceanic whitetip shark
1189,1189,2008.11.25,2008,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking,M,,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",N,08:30,Unknown
1190,1190,2008.11.24,2008,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,Unknown,F,,Leg bitten,N,08:30,Unknown
1191,1191,2008.11.09,2008,Boat,AUSTRALIA,South Australia,North Haven,Fishing,M,,"No injury to occupant, shark bit dinghy & motor",N,08:30,Bronze whaler shark
1192,1192,2008.11.09,2008,Sea Disaster,TAIWAN,Unknown,50 miles off Kaohsiung,Fishing,M,45,FATAL,Y,08:30,Unknown
1193,1193,2008.11.06,2008,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,39,Torso & righ arm bitten FATAL,Y,10:00 -- 11:00,Unknown
1194,1194,2008.10.22,2008,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Diving,M,34,Small laceration to head from captive shark,N,17:20,"Grey nurse shark, "
1195,1195,2008.10.21,2008,Unprovoked,NEW CALEDONIA,Unknown,,Spearfishing,M,24,Legs bitten,N,11:00,Lemon shark
1196,1196,2008.10.12,2008,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,11:00," reef shark, "
1197,1197,2008.10.11,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15,"No injury, board damaged",N,15:30,Unknown
1198,1198,2008.10.08,2008,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,Lacerations,N,12:00,Unknown
1199,1199,2008.10.06,2008,Unprovoked,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Spearfishing,M,43,Calf bitten,N,12:00,white shark
1200,1200,2008.09.28,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,Small puncture wounds to the heel of left foot,N,11:45,Unknown
1201,1201,2008.09.28,2008,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,Right foot bitten,N,11:00,+ shark
1202,1202,2008.09.15,2008,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,14:30,Bronze whaler shark
1203,1203,2008.09.14,2008,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,Lacerations to foot,N,12:00, juvenile shark
1204,1204,2008.09.09,2008,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,N,16:30,Tiger shark
1205,1205,2008.09.08,2008,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,,"No injury to surfer, board bitten",N,10:30,"White shark, "
1206,1206,2008.09.07,2008,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,12:00,shark
1207,1207,2008.09.06,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,Minor injury to foot,N,12:00,Unknown
1208,1208,2008.09.06,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to foot,N,12:00,Unknown
1209,1209,2008.09.01,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Shark bumped right ankle,N,10:00, shark
1210,1210,2008.09.00,2008,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,,Right hand bitten,N,08:30,Unknown
1211,1211,2008.08.30,2008,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29,"No injury, bumped off board by the shark",N,08:30,Unknown
1212,1212,2008.08.30,2008,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,27,Death was probably due to drowning,Unknown,19:20,Shark involvement not confirmed
1213,1213,2008.08.30,2008,Provoked,ENGLAND,North Devon, Lundy Island,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,19:20,Blue shark
1214,1214,2008.08.28,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Superfical cut to left ankle,N,12:00,Unknown
1215,1215,2008.08.27,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,Lacerations to lower left leg,N,11:00, shark
1216,1216,2008.08.24,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming,",M,20,Minor injury to left foot,N,15:00,Unknown
1217,1217,2008.08.22,2008,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,20,Calf bitten,Unknown,18:00,Shark involvement not confirmed
1218,1218,2008.08.20,2008,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,3 lacerations to forearm,N,14:45,Unknown
1219,1219,2008.08.18,2008,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",Unknown,M,7,Minor injuries,Unknown,14:45,Shark involvement not confirmed
1220,1220,2008.08.16,2008,Unprovoked,USA,US Virgin Islands,Buck Island,Treading,F,38,Severe lacerations to left foot,N,07:30, bull shark or Caribbean reef shark
1221,1221,2008.08.12,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,12:05,Unknown
1222,1222,2008.08.11,2008,Unprovoked,USA,Hawaii,"Ala Moana Beach Park, Oah'u",Diving,M,,"No injury, shark grabbed his bag of fish",N,14:00,"Tiger shark, '"
1223,1223,2008.07.30,2008,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,31,"No injury, surfboard leash severed",N,10:30, white shark or gill shark
1224,1224,2008.07.30,2008,Unprovoked,SOUTH AFRICA,Unknown,,Unknown,M,,Lacerations to fingers,N,10:30,White shark
1225,1225,2008.07.27,2008,Unprovoked,PANAMA,San Carlos,Playa Teta,Swimming,M,,5 lacerations to left foot,N,18:00,  shark
1226,1226,2008.07.26,2008,Unprovoked,MEXICO,Cabo San Lucas,,Swimming,M,33,3 puncture wounds to toe,N,18:00,  shark
1227,1227,2008.07.26,2008,Unprovoked,USA,Hawaii,"Honokowai, Maui",Swimming,M,,Minor injury,N,15:30, reef shark
1228,1228,2008.07.25,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,N,09:00,Unknown
1229,1229,2008.07.25,2008,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44,Forearm bitten ,N,08:45,Unknown
1230,1230,2008.07.24,2008,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,9,Minor lacerations to  toe,N,08:45, shark
1231,1231,2008.07.24,2008,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,8,Lacerations to dorsum of right foot ,N,13:00, shark
1232,1232,2008.07.23,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,14:30,Unknown
1233,1233,2008.07.19,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,16,Lacerations to lower left leg,N,13:55, shark
1234,1234,2008.07.18,2008,Unprovoked,EGYPT,Unknown,Daedalus Reef,Diving,M,,Leg severed,N,13:55,Oceanic whitetip shark
1235,1235,2008.07.13,2008,Invalid,USA,North Carolina,"Carolina Beach, New Hanover County",Surfing,M,52,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",Unknown,13:55,Shark involvement not confirmed
