,Date,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,activity,shark_species
908,2009-02-07,Unprovoked,Australia,New South Wales,Cellito Beach,Surfing,M,41,"No injury, surfboard dented",N,,"White shark, '",surfing,white shark
909,2009-01-27,Provoked,Portugal,Unknown,Onboard the fishing vessel Nuevo Cedes,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,,Unknown,fishing,
910,2008-09-09,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,N,16:30:00,Tiger shark,surfing,tiger shark
911,2008-09-09,Watercraft,United Kingdom,Sussex,"Rock-a-Nore, Hastings",Rowing an inflatable dinghy,M,16,Shark leapt into & damaged the dinghy but no injury to occupants,N,,"Starry smoothhound shark, m",other,
912,2008-05-23,Unprovoked,Mexico,Guerro,Pantla Beach,Surfing,M,21,FATAL,Y,, shark,surfing,
913,2008-03-21,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,Two 3-inch lacerations to right ankle,N,15:53:00,Unknown,other,
914,2007-07-10,Unprovoked,Bahamas,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand",N,,"Bull shark, '",fishing,bull shark
915,2007-05-09,Unprovoked,Seychelles,Bird Island,Unknown,Snorkeling,M,Unknown,No injury,N,,"White shark, m",snorkelling,white shark
916,2007-03-21,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,Unknown:00, shark,surfing,
917,2007-01-07,Invalid,USA,New York,"Smith Point, Long Island",Surfing,M,54,No injury,Unknown,,   shark,surfing,
918,2006-06-26,Provoked,USA,Florida,Fort Myers,Fishing,M,Unknown,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,N,,Unknown,fishing,
919,2006-06-07,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,13:45:00, shark,bathing,
920,2006-04-03,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,N,,Unknown,other,
921,2006-03-28,Unprovoked,Sierra Leone,Western Area,"Lumely Beach, Freetown",Fishing,M,Unknown,Reportedly FATAL but few details,Y,," m, ",fishing,
922,2006-02-12,Unprovoked,Australia,Queensland,"Point Vernon, Hervey Bay",Swimming,M,Unknown,Puncture wound on arm,N,Unknown:00,Unknown,swimming,
923,2006-01-15,Unprovoked,Australia,Western Australia,"Off City Beach, Perth",Scuba diving,M,52,Lacerations to left elbow,N,, white shark,diving,white shark
924,2005-11-02,Unprovoked,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,25,"No injury, board bitten",N,,Unknown,surfing,
925,2005-07-23,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,11:30:00,Unknown,surfing,
926,2005-06-27,Unprovoked,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,16,"Leg severely bitten, surgically amputated",N,,Bull shark,fishing,bull shark
927,2005-06-05,Invalid,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,Unknown,,"Mr. Burgess of ISAF announced the injury was the bite of  , ",surfing,
928,2004-10-21,Unprovoked,Australia,New South Wales,Stockton Beach,Surfing,M,59,Right foot lacerated,N,Unknown:00,"Bronze whaler shark,  ",surfing,bronze whaler
929,2004-10-01,Unprovoked,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,40,"No injury, shark struck board & spun it around",N,,Unknown,surfing,
930,2004-09-25,Watercraft,Australia,Queensland,Batt Reef,Spearfishing/ filming,Unknown,Unknown,"No injury to occupants, boat damaged",N,,"Tiger shark,  ",fishing,tiger shark
931,2004-08-15,Unprovoked,USA,California,"Kibesillah, Mendocino County",Diving,M,50,FATAL,Y,16:00:00,    white shark,diving,white shark
932,2004-01-15,Watercraft,South Africa,KwaZulu-Natal,Ballito,Surf skiing,M,Unknown,"No injury to occupants, stern of ski bitten",N,,"Mako shark,    ",surfing,mako shark
933,2003-04-20,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,30,Left foot bitten,N,,Unidentified species,surfing,
934,2002-11-28,Unprovoked,Micronesia,Caroline Islands,"Pision Reef, Truk",Scuba diving,M,Unknown,Minor injury to right calf,N,Unknown:00,Blacktip shark,diving,blacktip shark
935,2002-08-14,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Big toe bitten,N,,     shark,surfing,
936,2002-05-31,Unprovoked,USA,California,"Stinson Beach, Marin County",Surfing,M,24,Lacerated leg & back,N,,    white shark,surfing,white shark
937,2001-10-02,Unprovoked,Australia,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,13:00:00,Bronze whaler shark?,snorkelling,bronze whaler
938,2001-08-31,Unprovoked,Bahamas,Abaco Islands,North of Grand Cay,Spearfishing,M,44,Torso lacerated,N,,  bull shark,fishing,bull shark
939,2001-07-24,Unprovoked,USA,Florida,"Marathon , Monroe County",Unknown,F,Unknown,2 bites behind knee,N,,Nurse shark,other,nurse shark
940,2001-05-11,Invalid,Madagascar,Unknown,Shipwrecked Ferry M/V Samsonnette,Unknown,M,Unknown,Fatal or drowned & remains scavenged by shark,Unknown,Unknown:00,Shark involvement prior  death was not confirmed,other,
941,2001-04-12,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,12,Foot & ankle lacerated,N,,Possibly juvenile blacktip or spinner shark,body boarding,spinner shark
942,2000-09-11,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,M,25,Finger lacerated,N,, c  c shark,swimming,
943,2000-08-30,Unprovoked,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Jumped into the water,M,69,FATAL,Y,16:00:00,"Thought  involve  , ",other,
944,2000-07-06,Unprovoked,USA,North Carolina,"Pine Island, Corolla, Currituck County",Playing,F,12,Calf lacerated,N,,"Tiger shark,     ?",bathing,tiger shark
945,1999-12-26,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,18,"Leg bitten, surgically amputated",N,,"Thought  involve white, bull or tiger shark",surfing,tiger shark
946,1999-03-08,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Body surfing or body boarding,M,18,Bruised right leg,N,Unknown:00,Unknown,surfing,
947,1999-01-29,Unprovoked,Mauritius,Unknown,Belle-Mare,Spearfishing,M,47,Legs & torso injured,N,,Bull shark,fishing,bull shark
948,1998-12-24,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT,N,,Unknown,surfing,
949,1998-11-11,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,N,17:00:00,small shark,other,
950,1998-03-08,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,M,32,6 puncture wounds to right calf,N,,spinner shark,swimming,spinner shark
951,1997-11-09,Unprovoked,Australia,Western Australia,Albany,Scuba diving (submerged riding a scooter),M,42,Left arm lacerated when shark grabbed scooter,N,,White shark,diving,white shark
952,1996-10-28,Unprovoked,Brazil,Pernambuco,Barra de Jangada,Surfing,Unknown,Unknown,Leg bitten,N,Unknown:00,Unknown,surfing,
953,1996-10-28,Unprovoked,Brazil,Pernambuco,Barra de Jangada,Surfing,M,Unknown,Survived,N,,Unknown,surfing,
954,1996-04-28,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",Unknown,M,Unknown,No details,Unknown,,Unknown,other,
955,1996-02-09,Unprovoked,Papua New Guinea,Madang Province,Madang,Diving,Unknown,14,Leg severed FATAL,Y,Unknown:00,Unknown,diving,
956,1996-01-23,Provoked,USA,Florida,"Florida Keys, Monroe County",Wading,M,33,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,,"Nurse shark,   ",other,nurse shark
957,1995-10-11,Unprovoked,Australia,Queensland,"Pialba, Hervey Bay",Playing / standing,F,15,Laceration to thigh,N,, shark,bathing,
958,1995-09-30,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,17,Leg & ankle bitten,N,Unknown:00,Unknown,surfing,
959,1995-06-30,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Scuba diving (ascending using scooter),M,31,"Forearm, abdomen & upper leg lacerated",N,,  white shark,diving,white shark
960,1994-12-09,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial diver (submerged or treading water),M,42,"FATAL, right leg nearly severed, puncture wounds to left leg",Y,,    white shark,diving,white shark
961,1994-11-13,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing, paddling seawards",F,34,Right thigh & board bitten,N,09:45:00,  shark,surfing,
962,1994-09-21,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,43,"No injury, surfboard bitten",N,,  white shark,surfing,white shark
963,1994-05-23,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,26,Gash on ankle,N,,Unknown,other,
964,1993-11-12,Unprovoked,USA,Hawaii,"Horners, Wailua, Kaua'i","Surfing, paddling shorewards",M,Unknown,Left leg severely bitten,N,10:55:00,Unknown,surfing,
965,1993-08-19,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,Unknown,13,Right foot bitten,N,,Unknown,surfing,
966,1992-10-15,Unprovoked,Australia,New South Wales,Avalon Beach,Scuba diving,M,Unknown,Minor injury while delivering pup of female shark caught in a net,N,,Grey nurse shark,diving,grey nurse shark
967,1992-05-01,Unprovoked,Mexico,Mexico / Caribbean Sea,Isla Mujeres,Scuba diving & filming,M,Unknown,"Fingers, hand & arm bitten",N,Unknown:00,Unknown,diving,
968,1990-11-28,Unprovoked,Australia,Queensland,Nerang River,Swimming,M,26,"Abdomen, hip, leg & arm bitten",N,, shark,swimming,
969,1989-06-03,Unprovoked,South Africa,Eastern Cape Province,Gonubie,Free diving,M,28,Forearm bitten,N,,  white shark,diving,white shark
970,1989-04-09,Watercraft,USA,California,"Monterey Bay, Monterey County",Unknown,Unknown,Unknown,No injury to occupants. Shark rammed boat 4 times,N,10:35:00,   white shark,other,white shark
971,1988-09-28,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Lacerations to foot,N,,shark,surfing,
972,1985-11-11,Provoked,Australia,Queensland,Gladstone,Fishing,M,Unknown,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,,shark,fishing,
973,1984-09-17,Unprovoked,USA,California,"Mission Beach, San Diego County",Wading,M,Unknown,Arm bitten,N,15:30:00,small blue shark,other,blue shark
974,1984-08-07,Unprovoked,Indonesia,Unknown,Bali,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",M,Unknown,FATAL,Y,,Unknown,sea accident,
975,1984-06-03,Unprovoked,Vanuatu,Malampa Province,"Atchin Island, off Malakula",Swimming,M,20s,FATAL,Y,,Unknown,swimming,
976,1984-01-01,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,Unknown,Right foot bitten,N,Unknown:00,Unknown,surfing,
977,1980-11-17,Invalid,South Africa,KwaZulu-Natal,Mnini,Swimming,M,Unknown,Probable  drowning & scavenging,Unknown,,Shark involvement prior  death was not confirmed,swimming,
978,1980-05-15,Unprovoked,South Africa,Eastern Cape Province,Fullerâ€™s Bay,Surfing,M,22,"No injury, board bitten",N,,  shark,surfing,
979,1979-11-27,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20,Multiple major Injuries,N,10:20:00,"White shark,  ",surfing,white shark
980,1979-11-27,Unprovoked,Australia,Tasmania,Beechford,Scuba diving,M,Unknown,Thigh bitten,N,,"Sevengill shark, ",diving,
981,1977-12-19,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,27,Laceration to right hand,N,,Unknown,surfing,
982,1974-07-02,Sea Disaster,USA,Florida,Gulf of Mexico,Adrift after the sinking of the motor yacht Princess Dianne,M,10,Arm bitten FATAL,Y,Unknown:00,  sharks,sea accident,
983,1973-01-09,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,M,Unknown,Leg bitten,N,,    shark observed in area,surfing,
984,1972-10-21,Unprovoked,Australia,Queensland,"Stevens Reef, 70 miles from Mackay",Spearfishing,M,24,Right arm bitten,N,,Unknown,fishing,
985,1971-01-02,Unprovoked,Australia,Tasmania,Unknown,Swimming,M,Unknown,Torso lacerated,N,16:30:00,Unknown,swimming,
986,1971-01-01,Unprovoked,USA,California,"Franklin Point, San Mateo County",Free diving,M,Unknown,"Minor injury, arc of tooth impressions in wetsuit",N,,White shark,diving,white shark
987,1971-01-01,Unprovoked,Sri Lanka,Western Province,Colombo Harbor,Spearfishing / freediving,M,Unknown,Swim fins badly torn by the shark's teeth,N,,Unknown,diving,
988,1969-10-14,Unprovoked,USA,Hawaii,Hawaii,Diving,M,Unknown,No injury,N,Unknown:00,Oceanic whitetip shark,diving,oceanic whitetip shark
989,1969-08-22,Provoked,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,28,Leg bitten by netted shark PROVOKED INCIDENT,N,,Unknown,fishing,
990,1969-08-02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Lacerations to lower leg,N,,Unknown,surfing,
991,1969-05-25,Provoked,USA,Texas,Packery Channel,Surf-fishing,M,Unknown,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N,19:00:00, shark,fishing,
992,1968-12-09,Unprovoked,Australia,South Australia,Thistle Island,Unknown,M,Unknown,Survived,N,,White shark,other,white shark
993,1968-05-18,Invalid,Tanzania,Mafia Island,Unknown,Schooner sank during a storm,Unknown,Unknown,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost",Unknown,,Shark involvement not confirmed,other,
994,1967-10-01,Unprovoked,Tonga,Unknown,Unknown,Swimming,M,17,Arm & leg bitten,N,Unknown:00,Unknown,swimming,
995,1967-08-25,Unprovoked,Italy,Liguria,"Marinella Sarzana, La Spezia",Spearfishing on Scuba,M,Unknown,Minor injuries to face & forearm,N,,Unknown,fishing,
996,1967-08-19,Unprovoked,Australia,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,23,"FATAL, bitten in two",Y,,White shark,diving,white shark
997,1966-08-23,Unprovoked,USA,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,FATAL,Y,Unknown:00,pack of  sharks,swimming,
998,1966-07-14,Unprovoked,Papua New Guinea,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,FATAL,Y,,Unknown,swimming,
999,1965-11-21,Unprovoked,Pacific Ocean,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,"Left forearm bitten, surgically amputated",N,,Unknown,other,
1000,1965-08-30,Invalid,Philippines,Unknown,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",M,Unknown,"One man was lost, but he may have drowned",Unknown,Unknown:00,Shark involvement not confirmed,other,
1001,1964-02-11,Unprovoked,New Zealand,North Island,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,M,Unknown,Hand lacerated,N,,Unknown,diving,
1002,1964-01-22,Unprovoked,South Africa,Eastern Cape Province,Nahoon,Standing,M,17,Heel bitten,N,,Unknown,bathing,
1003,1963-05-14,Sea Disaster,Philippines,Luzon Island,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",Unknown,Unknown,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks. Survivors were rescued after spending 3 days in the water.",Y,Unknown:00,Unknown,sea accident,
1004,1962-02-05,Unprovoked,South Africa,KwaZulu-Natal,Winkelspruit,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed",Y,,"White shark,  m",other,white shark
1005,1962-01-07,Unprovoked,Australia,New South Wales,Sydney,Surfing,Unknown,Unknown,"No injury, shark bumped board flipping him into the water",N,,Unknown,surfing,
1006,1961-10-01,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Unknown,M,45,"FATAL. His body washed ashore, presumed shark attack",Y,Unknown:00,Unknown,other,
1007,1961-07-16,Unprovoked,Turkey,Anatolia,"Ä°nciralti Beach, Ä°zmir",Swimming,M,16,Left leg injured,N,,Unknown,swimming,
1008,1961-06-18,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Standing,M,25,Lacerations to left leg,N,,Unknown,bathing,
1009,1961-04-03,Unprovoked,Australia,Victoria,Flinders Island,Spearfishing,M,24,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",N,Unknown:00,"Grey nurse shark,  , ",fishing,grey nurse shark
1010,1960-11-11,Provoked,Australia,Queensland,"Scottâ€™s Point, Redcliffe Peninsula",Chasing shark out of bathing area while riding on a surf-ski,M,17,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT",N,,Unknown,bathing,
1011,1960-01-16,Unprovoked,Australia,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Free diving,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later",Y,,Bull shark,diving,bull shark
1012,1959-12-03,Watercraft,New Zealand,North Island,Moko Hinau,Fishing for snapper,M,Unknown,"No injury to occupant, shark sank dinghy",N,14:00:00,"Mako shark,  ",fishing,mako shark
1013,1959-09-02,Invalid,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,M,Unknown,No injury,Unknown,,Questionable incident,other,
1014,1959-08-20,Invalid,Philippines,North Palawan,Cabuli Island,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,Navy personnel reported that his body was mutilated by sharks but it is probable that death resulted from drowning,Unknown,,Shark involvement prior  death was not confirmed,sea accident,
1015,1959-08-20,Unprovoked,India,Orissa,Mouth of Devi River at Machgaon,Unknown,Unknown,Unknown,"5 people killed by sharks, 30 others injured",Y,Unknown:00,    sharks,other,
1016,1958-11-07,Unprovoked,Papua New Guinea,"Admiralty Islands, Manus Province","M'Buke, south of Manus Island",Spearfishing,M,Unknown,"FATAL, left arm & leg severed",Y,,Unknown,fishing,
1017,1958-07-04,Sea Disaster,Pacific Ocean,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten,N,,Sharks averaged   in length,airplane accident,
1018,1958-07-01,Unprovoked,Papua New Guinea,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,M,38,"FATAL, left arm severed",Y,Unknown:00,Unknown,swimming,
